order_date,city,restaurant_category,cuisine,order_value,discount_percent,delivery_time_min,rating,profit_per_order
2023-09-03,Lahore,Dessert,Bakery,446.0,11.1,19.4,5.0,83.0
2023-09-03,Lahore,Dessert,Bakery,636.0,25.0,99.5,3.6,-13.0
2023-09-03,Lahore,Dessert,Bakery,448.0,6.2,29.3,4.9,64.0
2023-09-03,Faisalabad,Cafe,Sandwiches,499.0,43.4,36.9,4.2,-131.0
2023-09-03,Faisalabad,Dessert,Sweets,391.0,24.1,23.9,5.0,46.0
2023-09-03,Lahore,Fast Food,Sandwiches,310.0,8.8,26.6,4.2,-18.0
2023-09-03,Islamabad,Cafe,Coffee & Snacks,501.0,3.7,23.3,4.8,116.0
2023-09-03,Lahore,Cloud Kitchen,Biryani,1306.0,16.6,37.5,4.5,53.0
2023-09-03,Karachi,Fast Food,Fried Chicken,887.0,32.7,17.7,5.0,4.0
2023-09-03,Lahore,Cloud Kitchen,Chinese,1715.0,5.4,18.6,4.5,340.0
2023-09-03,Karachi,Cloud Kitchen,Biryani,560.0,10.6,31.5,4.2,66.0
2023-09-03,Multan,Dessert,Bakery,177.0,0.6,32.0,4.2,-48.0
2023-09-04,Lahore,Dessert,Bakery,380.0,14.7,30.2,4.9,-52.0
2023-09-04,Karachi,Cloud Kitchen,Chinese,2695.0,11.7,27.4,4.8,404.0
2023-09-04,Karachi,Dessert,Sweets,427.0,3.8,35.6,4.4,64.0
2023-09-04,Karachi,Fast Food,Fried Chicken,755.0,4.0,38.6,4.7,79.0
2023-09-04,Multan,Cloud Kitchen,Italian,2018.0,10.4,41.1,4.6,344.0
2023-09-04,Lahore,Cafe,Sandwiches,825.0,13.3,41.4,3.8,112.0
2023-09-04,Karachi,Cafe,Sandwiches,405.0,12.9,26.6,4.9,69.0
2023-09-04,Multan,Cloud Kitchen,Chinese,1494.0,6.6,49.9,3.4,236.0
2023-09-04,Lahore,Cafe,Bakery,395.0,7.5,20.9,5.0,10.0
2023-09-04,Lahore,Dessert,Cakes,500.0,5.1,27.6,4.6,112.0
2023-09-05,Lahore,Fine Dining,Seafood,3909.0,11.2,44.3,3.8,498.0
2023-09-05,Faisalabad,Cloud Kitchen,Italian,1058.0,0.8,34.3,4.1,233.0
2023-09-05,Karachi,Fast Food,Fried Chicken,680.0,7.0,30.7,4.4,116.0
2023-09-05,Islamabad,Fast Food,Fried Chicken,890.0,17.5,33.8,4.1,85.0
2023-09-05,Lahore,Cloud Kitchen,Biryani,1727.0,16.9,27.3,4.7,183.0
2023-09-05,Karachi,Fine Dining,Steakhouse,6559.0,8.9,25.9,4.6,951.0
2023-09-05,Karachi,Fine Dining,Fusion,1742.0,1.3,18.4,4.5,322.0
2023-09-05,Lahore,Dessert,Cakes,414.0,15.2,37.9,4.3,82.0
2023-09-05,Karachi,Fast Food,Sandwiches,895.0,16.1,10.5,4.8,80.0
2023-09-05,Lahore,Dessert,Sweets,539.0,27.9,40.4,4.5,-19.0
2023-09-05,Islamabad,Cafe,Breakfast,466.0,1.2,30.5,4.4,48.0
2023-09-06,Faisalabad,Fast Food,Pizza,579.0,15.4,30.0,4.6,74.0
2023-09-06,Multan,Fast Food,Fried Chicken,1094.0,31.4,46.1,4.0,23.0
2023-09-06,Karachi,Fast Food,Fried Chicken,318.0,2.1,37.9,4.7,35.0
2023-09-06,Multan,Cafe,Sandwiches,210.0,16.7,40.4,5.0,-20.0
2023-09-06,Multan,Cafe,Breakfast,558.0,10.2,27.6,4.6,99.0
2023-09-06,Karachi,Cafe,Breakfast,417.0,9.2,38.3,4.5,44.0
2023-09-06,Lahore,Dessert,Cakes,325.0,23.0,15.2,5.0,-17.0
2023-09-06,Islamabad,Dessert,Cakes,754.0,23.1,40.0,4.5,78.0
2023-09-06,Multan,Cafe,Bakery,680.0,5.2,25.4,5.0,156.0
2023-09-06,Lahore,Fast Food,Pizza,713.0,10.4,23.6,4.9,69.0
2023-09-06,Karachi,Cafe,Breakfast,311.0,36.1,17.6,5.0,-45.0
2023-09-06,Lahore,Cloud Kitchen,Indian,1431.0,14.5,43.7,4.3,178.0
2023-09-07,Islamabad,Cafe,Bakery,284.0,5.4,78.4,3.7,-1.0
2023-09-07,Karachi,Fast Food,Fried Chicken,699.0,15.1,41.2,4.3,71.0
2023-09-07,Karachi,Fine Dining,Steakhouse,2217.0,14.7,32.9,4.7,164.0
2023-09-07,Lahore,Cafe,Coffee & Snacks,639.0,15.6,28.2,4.7,25.0
2023-09-07,Islamabad,Cloud Kitchen,Biryani,2426.0,5.1,37.7,4.9,466.0
2023-09-07,Karachi,Fast Food,Sandwiches,446.0,9.2,36.7,4.4,45.0
2023-09-07,Faisalabad,Dessert,Sweets,674.0,13.5,28.1,4.8,129.0
2023-09-07,Karachi,Cafe,Sandwiches,386.0,20.4,29.5,5.0,52.0
2023-09-07,Islamabad,Cloud Kitchen,Indian,1324.0,15.2,21.5,4.3,75.0
2023-09-07,Islamabad,Cloud Kitchen,Indian,752.0,9.1,25.7,4.5,41.0
2023-09-08,Karachi,Cloud Kitchen,Chinese,1093.0,12.3,35.9,4.1,126.0
2023-09-08,Lahore,Fine Dining,Continental,1594.0,24.9,42.3,4.0,54.0
2023-09-08,Karachi,Fast Food,Fried Chicken,669.0,7.6,31.6,4.0,83.0
2023-09-08,Islamabad,Fast Food,Fried Chicken,489.0,4.2,23.8,4.9,107.0
2023-09-08,Karachi,Cafe,Breakfast,504.0,15.2,41.7,3.8,-13.0
2023-09-09,Islamabad,Fast Food,Sandwiches,1072.0,12.1,43.0,4.5,175.0
2023-09-09,Islamabad,Cloud Kitchen,Italian,901.0,16.5,24.3,4.7,84.0
2023-09-09,Lahore,Cafe,Breakfast,1119.0,6.1,31.3,4.8,155.0
2023-09-09,Multan,Cloud Kitchen,Italian,11354.461673591219,0.9,27.5,4.2,-5564.661338015164
2023-09-09,Lahore,Dessert,Sweets,749.0,3.7,96.5,3.6,112.0
2023-09-09,Karachi,Cloud Kitchen,Chinese,890.0,30.5,36.2,3.7,-74.0
2023-09-09,Faisalabad,Fast Food,Sandwiches,781.0,5.4,36.5,5.0,77.0
2023-09-10,Multan,Fast Food,Pizza,412.0,5.6,31.7,4.5,51.0
2023-09-10,Multan,Cafe,Bakery,533.0,8.3,41.9,4.5,113.0
2023-09-10,Lahore,Fine Dining,Fusion,3771.0,1.4,32.6,4.4,727.0
2023-09-10,Lahore,Fine Dining,Steakhouse,3883.0,11.3,39.0,4.2,437.0
2023-09-10,Multan,Fast Food,Pizza,690.0,10.8,29.5,4.0,118.0
2023-09-10,Lahore,Cloud Kitchen,Indian,1271.0,12.2,19.1,4.9,227.0
2023-09-10,Karachi,Fast Food,Burgers,643.0,2.0,24.8,4.6,75.0
2023-09-10,Multan,Cloud Kitchen,Indian,592.0,28.6,38.1,4.4,-54.0
2023-09-10,Lahore,Fast Food,Sandwiches,588.0,19.6,35.1,4.0,-24.0
2023-09-10,Lahore,Cafe,Bakery,518.0,2.9,33.5,4.1,59.0
2023-09-10,Karachi,Cafe,Bakery,522.0,5.7,33.6,5.0,0.0
2023-09-11,Lahore,Fine Dining,Steakhouse,2008.0,25.3,39.4,4.3,56.0
2023-09-11,Karachi,Cloud Kitchen,Biryani,9973.101760099767,3.3,24.6,4.4,-5312.702300393039
2023-09-11,Lahore,Dessert,Sweets,547.0,16.2,35.8,5.0,60.0
2023-09-11,Karachi,Fast Food,Burgers,504.0,8.7,28.4,5.0,18.0
2023-09-11,Lahore,Cafe,Breakfast,150.0,12.9,39.6,4.1,-30.0
2023-09-11,Islamabad,Fast Food,Burgers,783.0,12.0,34.9,4.9,106.0
2023-09-11,Islamabad,Fast Food,Burgers,1033.0,20.8,33.4,5.0,110.0
2023-09-11,Lahore,Fast Food,Fried Chicken,1090.0,7.7,36.6,4.3,168.0
2023-09-11,Lahore,Cloud Kitchen,Indian,1165.0,7.5,36.7,4.3,201.0
2023-09-11,Lahore,Fast Food,Sandwiches,788.0,3.7,32.8,4.8,133.0
2023-09-12,Islamabad,Fast Food,Burgers,973.0,25.8,35.0,4.5,46.0
2023-09-12,Islamabad,Fast Food,Pizza,424.0,13.3,18.5,4.5,-29.0
2023-09-12,Karachi,Cloud Kitchen,Biryani,1356.0,9.3,31.8,4.7,192.0
2023-09-12,Islamabad,Dessert,Sweets,754.0,10.6,28.6,4.5,201.0
2023-09-12,Lahore,Cloud Kitchen,Chinese,939.0,15.1,30.6,4.6,100.0
2023-09-12,Lahore,Cafe,Sandwiches,567.0,13.1,30.1,4.1,31.0
2023-09-13,Multan,Fine Dining,Fusion,2193.0,2.9,43.0,4.1,341.0
2023-09-13,Faisalabad,Cloud Kitchen,Chinese,1018.0,7.4,39.1,4.4,105.0
2023-09-13,Karachi,Fast Food,Burgers,266.0,1.4,27.3,5.0,-28.0
2023-09-13,Islamabad,Cafe,Breakfast,900.0,9.7,31.6,4.9,87.0
2023-09-13,Lahore,Fine Dining,Seafood,1271.0,6.7,25.7,4.2,107.0
2023-09-13,Faisalabad,Cafe,Sandwiches,417.0,12.6,28.6,4.7,-7.0
2023-09-13,Islamabad,Cafe,Bakery,929.0,4.9,81.9,4.0,169.0
2023-09-13,Faisalabad,Cafe,Sandwiches,736.0,27.2,18.5,5.0,72.0
2023-09-13,Lahore,Cloud Kitchen,Italian,778.0,7.5,33.3,4.5,108.0
2023-09-14,Lahore,Fast Food,Burgers,557.0,4.6,36.5,4.5,119.0
2023-09-14,Multan,Cafe,Bakery,428.0,13.2,43.4,4.8,-5.0
2023-09-14,Faisalabad,Fast Food,Sandwiches,848.0,15.6,31.0,4.1,11.0
2023-09-14,Karachi,Cafe,Sandwiches,352.0,1.6,23.0,4.5,31.0
2023-09-14,Faisalabad,Cloud Kitchen,Italian,1904.0,8.1,36.3,4.4,311.0
2023-09-14,Multan,Fast Food,Burgers,580.0,25.4,42.8,4.8,7.0
2023-09-14,Islamabad,Cloud Kitchen,Italian,1931.0,10.2,39.4,4.4,236.0
2023-09-14,Karachi,Dessert,Ice Cream,405.0,4.3,31.6,4.8,52.0
2023-09-14,Faisalabad,Dessert,Cakes,374.0,17.0,40.2,4.5,11.0
2023-09-14,Islamabad,Fast Food,Fried Chicken,737.0,15.4,34.0,4.1,34.0
2023-09-14,Islamabad,Fast Food,Fried Chicken,483.0,15.0,37.1,4.6,27.0
2023-09-14,Lahore,Dessert,Ice Cream,559.0,2.2,31.9,4.6,119.0
2023-09-15,Lahore,Dessert,Ice Cream,442.0,21.9,31.7,4.8,27.0
2023-09-15,Lahore,Cafe,Coffee & Snacks,1125.0,11.0,33.3,4.7,215.0
2023-09-15,Islamabad,Cloud Kitchen,Chinese,1652.0,4.4,26.4,4.6,275.0
2023-09-15,Lahore,Dessert,Cakes,340.0,8.9,33.9,4.1,42.0
2023-09-15,Lahore,Cloud Kitchen,Indian,691.0,31.9,32.7,4.6,-100.0
2023-09-15,Karachi,Cloud Kitchen,Chinese,1387.0,16.3,36.3,4.8,69.0
2023-09-16,Lahore,Fast Food,Fried Chicken,493.0,20.5,40.6,4.3,-20.0
2023-09-16,Lahore,Fast Food,Burgers,377.0,9.0,17.2,5.0,-10.0
2023-09-16,Lahore,Cloud Kitchen,Italian,1074.0,1.3,96.7,3.1,110.0
2023-09-16,Lahore,Cafe,Breakfast,2050.0,13.5,37.7,4.4,333.0
2023-09-16,Multan,Cafe,Sandwiches,428.0,14.3,34.3,4.6,38.0
2023-09-16,Lahore,Fast Food,Fried Chicken,584.0,17.2,34.7,4.9,40.0
2023-09-16,Multan,Fast Food,Fried Chicken,648.0,10.3,36.1,4.3,59.0
2023-09-17,Multan,Fast Food,Burgers,1247.0,22.6,30.8,4.5,129.0
2023-09-17,Lahore,Fast Food,Sandwiches,506.0,7.4,25.6,4.5,85.0
2023-09-17,Karachi,Cloud Kitchen,Italian,1486.0,20.2,17.5,5.0,122.0
2023-09-17,Lahore,Cloud Kitchen,Indian,2103.0,10.2,29.5,4.5,304.0
2023-09-17,Lahore,Fine Dining,Continental,1692.0,8.3,36.0,5.0,203.0
2023-09-17,Lahore,Cloud Kitchen,Chinese,827.0,21.0,26.7,4.7,64.0
2023-09-17,Islamabad,Cafe,Breakfast,834.0,4.5,54.7,3.9,149.0
2023-09-17,Islamabad,Fast Food,Burgers,794.0,20.1,21.6,5.0,41.0
2023-09-17,Islamabad,Fast Food,Fried Chicken,939.0,15.0,38.8,4.3,-29.0
2023-09-18,Karachi,Fast Food,Sandwiches,851.0,4.4,33.8,3.9,164.0
2023-09-18,Karachi,Fast Food,Fried Chicken,294.0,16.3,40.9,4.4,-79.0
2023-09-18,Lahore,Cloud Kitchen,Chinese,722.0,7.4,41.0,4.2,77.0
2023-09-18,Faisalabad,Fast Food,Pizza,1363.0,15.1,44.5,4.3,178.0
2023-09-18,Lahore,Fast Food,Fried Chicken,675.0,5.0,35.9,4.2,80.0
2023-09-18,Islamabad,Cloud Kitchen,Indian,2066.0,9.7,29.3,3.9,292.0
2023-09-18,Islamabad,Fast Food,Fried Chicken,441.0,4.6,28.9,4.9,77.0
2023-09-18,Islamabad,Cafe,Coffee & Snacks,557.0,11.2,24.2,4.4,14.0
2023-09-18,Karachi,Fast Food,Fried Chicken,696.0,2.0,37.7,4.1,168.0
2023-09-19,Multan,Dessert,Cakes,423.0,1.2,30.6,4.8,73.0
2023-09-19,Karachi,Dessert,Cakes,364.0,9.2,35.5,4.2,-13.0
2023-09-19,Faisalabad,Fast Food,Pizza,386.0,8.2,27.3,4.5,14.0
2023-09-19,Lahore,Cafe,Bakery,473.0,10.2,51.2,4.2,-1.0
2023-09-19,Karachi,Dessert,Cakes,225.0,8.5,31.1,4.5,-11.0
2023-09-19,Lahore,Fast Food,Pizza,864.0,6.9,32.6,5.0,127.0
2023-09-19,Lahore,Cafe,Sandwiches,455.0,2.7,45.0,4.3,-10.0
2023-09-19,Multan,Fast Food,Pizza,418.0,2.4,38.1,5.0,54.0
2023-09-19,Faisalabad,Cloud Kitchen,Chinese,904.0,15.9,40.4,5.0,67.0
2023-09-19,Lahore,Cloud Kitchen,Chinese,587.0,9.6,20.8,4.8,81.0
2023-09-19,Lahore,Cloud Kitchen,Biryani,2335.0,12.2,31.1,5.0,370.0
2023-09-19,Karachi,Dessert,Sweets,830.0,6.8,34.0,3.7,123.0
2023-09-20,Karachi,Fast Food,Sandwiches,535.0,5.8,25.5,4.5,99.0
2023-09-20,Islamabad,Fast Food,Pizza,449.0,5.5,40.1,4.3,67.0
2023-09-20,Islamabad,Cafe,Breakfast,849.0,6.0,29.8,3.9,138.0
2023-09-20,Lahore,Fast Food,Fried Chicken,603.0,7.6,37.4,4.9,82.0
2023-09-20,Karachi,Cloud Kitchen,Italian,1052.0,16.4,23.8,4.3,87.0
2023-09-20,Lahore,Fine Dining,Continental,2753.0,9.1,23.9,5.0,387.0
2023-09-20,Faisalabad,Cafe,Coffee & Snacks,703.0,11.1,34.2,4.6,173.0
2023-09-21,Karachi,Dessert,Cakes,413.0,7.2,33.7,3.8,46.0
2023-09-21,Islamabad,Cafe,Coffee & Snacks,700.0,5.6,36.4,4.7,114.0
2023-09-21,Lahore,Dessert,Cakes,413.0,9.2,41.1,4.5,-12.0
2023-09-21,Islamabad,Cafe,Coffee & Snacks,525.0,4.7,16.8,4.9,91.0
2023-09-21,Faisalabad,Cloud Kitchen,Biryani,1150.0,5.2,26.1,4.7,166.0
2023-09-21,Faisalabad,Dessert,Sweets,543.0,2.2,37.3,4.1,72.0
2023-09-21,Karachi,Fast Food,Fried Chicken,1297.0,5.2,33.6,4.6,300.0
2023-09-21,Karachi,Cafe,Coffee & Snacks,374.0,9.9,21.5,4.3,39.0
2023-09-21,Lahore,Dessert,Cakes,1302.0,19.2,32.6,4.1,199.0
2023-09-21,Karachi,Fine Dining,Continental,3023.0,8.3,29.6,5.0,430.0
2023-09-21,Islamabad,Fast Food,Sandwiches,685.0,16.8,23.1,4.6,90.0
2023-09-22,Multan,Dessert,Sweets,591.0,10.3,36.4,4.8,101.0
2023-09-23,Karachi,Cloud Kitchen,Chinese,1449.0,1.7,34.7,4.5,191.0
2023-09-23,Karachi,Fast Food,Burgers,539.0,32.0,50.7,3.9,-52.0
2023-09-24,Lahore,Cafe,Breakfast,804.0,21.1,19.0,4.2,128.0
2023-09-24,Karachi,Fast Food,Burgers,522.0,9.4,38.9,4.3,79.0
2023-09-25,Lahore,Fast Food,Pizza,561.0,33.6,24.2,5.0,-80.0
2023-09-25,Multan,Cloud Kitchen,Indian,1373.0,11.7,32.4,4.6,186.0
2023-09-25,Lahore,Fast Food,Burgers,664.0,3.8,18.4,4.9,136.0
2023-09-25,Lahore,Cafe,Coffee & Snacks,407.0,11.1,31.4,5.0,14.0
2023-09-25,Lahore,Fast Food,Pizza,636.0,24.2,44.9,4.4,-32.0
2023-09-25,Lahore,Cloud Kitchen,Indian,776.0,4.7,36.2,5.0,73.0
2023-09-25,Faisalabad,Cafe,Bakery,490.0,5.5,18.9,4.7,56.0
2023-09-25,Karachi,Cafe,Bakery,548.0,5.0,22.4,5.0,112.0
2023-09-26,Islamabad,Cloud Kitchen,Chinese,2213.0,6.0,33.5,4.6,467.0
2023-09-26,Islamabad,Dessert,Bakery,706.0,42.8,32.3,4.9,-2.0
2023-09-26,Karachi,Cafe,Sandwiches,983.0,28.2,35.7,4.4,46.0
2023-09-26,Faisalabad,Fast Food,Fried Chicken,464.0,4.8,26.9,4.4,81.0
2023-09-26,Lahore,Fast Food,Sandwiches,14731.924051441361,2.4,40.5,4.4,-3499.421194920937
2023-09-27,Lahore,Fast Food,Pizza,524.0,21.1,94.8,3.0,-100.0
2023-09-27,Islamabad,Fast Food,Fried Chicken,1089.0,29.2,32.2,4.6,70.0
2023-09-27,Lahore,Cafe,Sandwiches,615.0,7.6,51.1,4.6,105.0
2023-09-27,Faisalabad,Cafe,Bakery,398.0,10.7,28.3,4.5,37.0
2023-09-27,Karachi,Fast Food,Burgers,864.0,12.3,34.5,4.7,83.0
2023-09-27,Karachi,Fast Food,Sandwiches,1310.0,5.8,21.6,4.7,242.0
2023-09-27,Lahore,Fine Dining,Seafood,2786.0,4.0,33.0,4.7,512.0
2023-09-27,Karachi,Cafe,Coffee & Snacks,1170.0,5.1,82.2,3.8,179.0
2023-09-27,Lahore,Fine Dining,Fusion,2578.0,7.5,37.3,4.3,369.0
2023-09-28,Karachi,Cafe,Bakery,373.0,8.1,41.1,4.6,78.0
2023-09-28,Karachi,Cloud Kitchen,Biryani,779.0,7.3,33.6,4.8,25.0
2023-09-28,Karachi,Fast Food,Fried Chicken,364.0,7.4,50.0,4.8,46.0
2023-09-28,Islamabad,Cloud Kitchen,Chinese,892.0,7.8,46.9,4.2,153.0
2023-09-28,Islamabad,Cloud Kitchen,Chinese,792.0,9.6,23.1,4.6,78.0
2023-09-28,Karachi,Cloud Kitchen,Indian,2051.0,4.5,22.0,4.3,379.0
2023-09-28,Lahore,Fast Food,Pizza,857.0,1.4,23.8,4.5,211.0
2023-09-28,Faisalabad,Cloud Kitchen,Chinese,681.0,3.6,41.5,3.7,85.0
2023-09-28,Faisalabad,Fast Food,Fried Chicken,955.0,23.5,35.7,4.3,81.0
2023-09-28,Lahore,Dessert,Ice Cream,449.0,10.3,32.6,4.6,91.0
2023-09-29,Karachi,Dessert,Sweets,411.0,18.4,29.5,4.8,2.0
2023-09-29,Karachi,Cloud Kitchen,Biryani,1014.0,2.2,36.4,4.8,138.0
2023-09-29,Lahore,Fast Food,Sandwiches,416.0,9.4,28.3,4.7,11.0
2023-09-29,Karachi,Cafe,Coffee & Snacks,689.0,3.9,29.2,4.7,138.0
2023-09-29,Lahore,Cafe,Sandwiches,1267.0,11.8,38.5,4.8,199.0
2023-09-29,Karachi,Fast Food,Burgers,825.0,5.7,74.1,4.8,88.0
2023-09-29,Faisalabad,Cloud Kitchen,Indian,1436.0,3.5,31.9,4.6,261.0
2023-09-29,Lahore,Cloud Kitchen,Chinese,920.0,12.0,17.3,4.9,93.0
2023-09-30,Islamabad,Dessert,Ice Cream,399.0,26.1,25.9,4.5,20.0
2023-09-30,Islamabad,Fast Food,Sandwiches,695.0,8.2,35.8,5.0,109.0
2023-09-30,Islamabad,Cafe,Breakfast,451.0,2.9,36.3,4.7,48.0
2023-09-30,Karachi,Cafe,Sandwiches,391.0,10.1,35.5,4.5,2.0
2023-09-30,Karachi,Cloud Kitchen,Biryani,1500.0,13.9,28.0,5.0,169.0
2023-09-30,Faisalabad,Fine Dining,Steakhouse,4156.0,28.2,37.7,4.3,110.0
2023-10-01,Islamabad,Fast Food,Pizza,595.0,4.6,37.0,4.3,84.0
2023-10-01,Lahore,Dessert,Ice Cream,382.0,30.0,42.4,5.0,48.0
2023-10-01,Lahore,Fast Food,Burgers,888.0,14.6,28.6,4.4,72.0
2023-10-01,Karachi,Fast Food,Fried Chicken,1428.0,8.0,31.7,4.6,210.0
2023-10-01,Islamabad,Fast Food,Pizza,974.0,4.3,26.0,4.3,206.0
2023-10-01,Islamabad,Cloud Kitchen,Biryani,1024.0,12.7,36.0,4.5,146.0
2023-10-01,Lahore,Cafe,Bakery,485.0,7.1,30.8,4.5,87.0
2023-10-01,Lahore,Cafe,Coffee & Snacks,374.0,10.3,22.6,4.5,2.0
2023-10-02,Lahore,Cafe,Bakery,399.0,9.1,22.4,4.3,18.0
2023-10-02,Lahore,Cloud Kitchen,Biryani,752.0,12.1,30.7,4.5,81.0
2023-10-02,Islamabad,Fine Dining,Seafood,2326.0,10.3,47.5,3.8,295.0
2023-10-02,Karachi,Cloud Kitchen,Indian,1290.0,9.7,23.0,5.0,155.0
2023-10-02,Lahore,Dessert,Cakes,681.0,9.1,39.4,4.3,118.0
2023-10-03,Lahore,Dessert,Ice Cream,843.0,26.9,13.6,4.8,110.0
2023-10-03,Islamabad,Cafe,Bakery,490.0,14.7,33.3,4.9,52.0
2023-10-03,Islamabad,Cloud Kitchen,Italian,1149.0,43.2,35.1,4.1,-9.0
2023-10-03,Multan,Fine Dining,Steakhouse,1786.0,8.7,40.1,4.6,194.0
2023-10-03,Karachi,Fast Food,Pizza,426.0,11.8,26.4,4.2,100.0
2023-10-03,Lahore,Fast Food,Fried Chicken,293.0,19.6,44.2,3.9,-85.0
2023-10-03,Faisalabad,Fast Food,Fried Chicken,514.0,16.2,39.7,4.4,-30.0
2023-10-03,Lahore,Dessert,Ice Cream,410.0,9.1,38.6,4.2,37.0
2023-10-03,Lahore,Cafe,Coffee & Snacks,1316.0,12.7,34.3,4.1,231.0
2023-10-03,Lahore,Cafe,Breakfast,920.0,10.7,40.5,4.6,165.0
2023-10-03,Karachi,Cafe,Bakery,550.0,18.9,35.0,4.1,37.0
2023-10-03,Karachi,Cafe,Coffee & Snacks,649.0,24.6,40.5,4.4,34.0
2023-10-03,Multan,Cloud Kitchen,Indian,1863.0,8.1,24.9,4.7,279.0
2023-10-04,Lahore,Cafe,Sandwiches,920.0,4.0,31.8,4.6,160.0
2023-10-04,Multan,Cafe,Sandwiches,427.0,4.1,36.3,3.6,19.0
2023-10-04,Karachi,Fast Food,Fried Chicken,964.0,14.6,30.9,4.6,185.0
2023-10-04,Karachi,Fast Food,Pizza,1062.0,6.2,33.7,4.7,146.0
2023-10-04,Lahore,Cafe,Breakfast,423.0,23.2,26.1,4.7,27.0
2023-10-04,Multan,Cafe,Breakfast,596.0,30.6,26.2,5.0,-26.0
2023-10-04,Lahore,Cafe,Breakfast,765.0,12.0,16.5,4.9,199.0
2023-10-04,Lahore,Fast Food,Burgers,416.0,15.4,20.5,4.5,21.0
2023-10-04,Islamabad,Cafe,Bakery,708.0,10.3,43.3,4.1,56.0
2023-10-04,Lahore,Cafe,Coffee & Snacks,493.0,4.1,35.2,4.5,59.0
2023-10-05,Lahore,Fast Food,Sandwiches,295.0,3.9,40.9,4.3,33.0
2023-10-05,Faisalabad,Fast Food,Burgers,491.0,13.8,38.4,4.5,9.0
2023-10-05,Karachi,Cloud Kitchen,Chinese,1613.0,14.7,32.9,4.3,163.0
2023-10-05,Lahore,Cafe,Coffee & Snacks,394.0,9.7,27.1,4.8,27.0
2023-10-05,Lahore,Fast Food,Sandwiches,670.0,5.0,42.3,4.0,148.0
2023-10-05,Islamabad,Cloud Kitchen,Chinese,795.0,10.0,28.4,5.0,104.0
2023-10-05,Karachi,Fine Dining,Continental,1861.0,11.6,31.7,4.6,259.0
2023-10-05,Karachi,Cloud Kitchen,Indian,974.0,2.1,22.2,4.6,112.0
2023-10-05,Islamabad,Cloud Kitchen,Italian,1158.0,10.5,53.4,4.3,125.0
2023-10-05,Lahore,Cafe,Bakery,1799.0,1.1,35.6,5.0,466.0
2023-10-06,Lahore,Cloud Kitchen,Biryani,3214.0,4.5,32.8,4.4,621.0
2023-10-06,Karachi,Fine Dining,Continental,3720.0,16.5,27.3,4.5,407.0
2023-10-06,Islamabad,Fast Food,Pizza,1140.0,2.1,29.3,4.7,236.0
2023-10-06,Islamabad,Cloud Kitchen,Chinese,2078.0,16.0,29.9,4.2,133.0
2023-10-06,Karachi,Fast Food,Fried Chicken,428.0,7.5,31.7,4.7,36.0
2023-10-06,Islamabad,Dessert,Cakes,302.0,24.3,34.6,4.6,-25.0
2023-10-06,Karachi,Cafe,Bakery,1141.0,14.1,40.3,4.3,137.0
2023-10-06,Lahore,Fast Food,Fried Chicken,1767.0,5.6,41.0,4.4,359.0
2023-10-07,Multan,Fast Food,Pizza,272.0,8.8,48.6,4.1,-38.0
2023-10-08,Karachi,Cafe,Bakery,527.0,2.6,36.1,4.4,47.0
2023-10-08,Lahore,Cloud Kitchen,Indian,1907.0,16.1,21.4,5.0,171.0
2023-10-08,Islamabad,Fine Dining,Seafood,15719.098813505825,6.5,24.0,5.0,-4063.966239561456
2023-10-08,Lahore,Dessert,Cakes,650.0,18.8,39.3,4.7,35.0
2023-10-08,Lahore,Cafe,Bakery,649.0,32.7,32.6,4.7,-10.0
2023-10-08,Karachi,Fast Food,Pizza,648.0,16.3,26.0,4.0,46.0
2023-10-08,Lahore,Cloud Kitchen,Chinese,1125.0,22.7,34.3,4.2,61.0
2023-10-08,Lahore,Dessert,Bakery,332.0,5.4,33.3,4.3,92.0
2023-10-08,Lahore,Fine Dining,Continental,2722.0,15.6,31.9,4.3,272.0
2023-10-09,Lahore,Cloud Kitchen,Biryani,2029.0,14.0,46.1,4.4,270.0
2023-10-09,Lahore,Cloud Kitchen,Italian,1474.0,14.3,24.8,5.0,216.0
2023-10-09,Multan,Cafe,Coffee & Snacks,449.0,2.6,32.4,4.4,64.0
2023-10-09,Karachi,Fine Dining,Steakhouse,3184.0,21.4,35.1,4.2,179.0
2023-10-09,Karachi,Fine Dining,Fusion,3115.0,4.4,19.9,4.8,462.0
2023-10-09,Lahore,Dessert,Sweets,401.0,26.9,42.1,4.4,-6.0
2023-10-09,Multan,Cloud Kitchen,Biryani,1103.0,5.8,36.4,3.9,177.0
2023-10-09,Karachi,Dessert,Sweets,700.0,12.4,33.4,4.8,118.0
2023-10-10,Islamabad,Fast Food,Fried Chicken,487.0,7.3,42.2,4.8,56.0
2023-10-10,Lahore,Cafe,Breakfast,1031.0,37.5,38.3,4.1,-34.0
2023-10-10,Islamabad,Cafe,Breakfast,575.0,9.0,27.7,4.6,41.0
2023-10-10,Karachi,Dessert,Sweets,578.0,4.3,47.8,4.2,65.0
2023-10-10,Multan,Fast Food,Fried Chicken,368.0,31.3,30.0,4.5,-17.0
2023-10-10,Karachi,Cloud Kitchen,Italian,902.0,13.4,19.8,5.0,82.0
2023-10-10,Karachi,Cloud Kitchen,Indian,2128.0,18.1,32.6,4.4,207.0
2023-10-10,Faisalabad,Dessert,Ice Cream,489.0,4.7,21.0,4.7,110.0
